Annotation Cluster 1	Enrichment Score: 68.76479813108197
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-9772755~Formation of WDR5-containing histone-modifying complexes	8	0.291970802919708	0.662645945513284	Q9C005, O15294, Q01658, O75475, P51610, Q9ULX6, P61964, Q03164	2077	41	11153	1.0477588454266824	1.0	1.0	0.705699481865285

Annotation Cluster 190	Enrichment Score: 0.398774702155697
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-9662361~Sensory processing of sound by outer hair cells of the cochlea	14	0.5109489051094891	0.1925486996035759	Q13813, P60709, Q6IBS0, Q01082, Q9Y2J2, P35579, O00159, P15311, P63261, P35241, Q12792, P26038, Q14651, Q4KMQ1	2077	54	11153	1.3921610585067494	1.0	0.468276497398621	0.3302913461713733
REACTOME_PATHWAY	R-HSA-9662360~Sensory processing of sound by inner hair cells of the cochlea	16	0.583941605839416	0.29556458399844066	Q13813, P60709, Q6IBS0, Q01082, Q9Y2J2, P35579, O00159, P15311, P63261, P52907, P35241, Q12792, P26038, Q14651, Q4KMQ1, P47756	2077	69	11153	1.2451626858693907	1.0	0.6628748103379662	0.467548157265826
REACTOME_PATHWAY	R-HSA-9659379~Sensory processing of sound	16	0.583941605839416	0.4463835769200701	Q13813, P60709, Q6IBS0, Q01082, Q9Y2J2, P35579, O00159, P15311, P63261, P52907, P35241, Q12792, P26038, Q14651, Q4KMQ1, P47756	2077	76	11153	1.1304766490129994	1.0	0.8843450231896126	0.6237586336531602
REACTOME_PATHWAY	R-HSA-9709957~Sensory Perception	26	0.948905109489051	1.0	Q13813, P53582, Q6IBS0, P50579, Q9Y625, P35579, P15311, P63261, P17252, P35241, P09455, P62873, Q12792, P26038, Q14651, Q4KMQ1, Q14573, P47756, P60709, P30419, P0DP25, Q01082, Q9Y2J2, O00159, P35052, P52907	2077	608	11153	0.22962806933076552	1.0	1.0	1.0

Annotation Cluster 191	Enrichment Score: 0.3951518459232672
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-169893~Prolonged ERK activation events	8	0.291970802919708	0.007719532374501746	P46109, P36507, P31946, Q9ULH0, P28482, P62834, Q02750, P46108	2077	14	11153	3.06843661874957	0.9999996804974683	0.026014689380737994	0.018349045539391585
GOTERM_BP_DIRECT	GO:0032872~regulation of stress-activated MAPK cascade	5	0.18248175182481752	0.02474964716853043	P36507, P28482, Q06830, Q02750, P09211	2654	9	19416	4.064305450891736	1.0	0.3256337158445217	0.31193187463204974
BIOCARTA	h_malPathway:Role of MAL in Rho-Mediated Activation of SRF	9	0.3284671532846715	0.05197866020968751	O60610, P36507, P28482, P63000, P08134, P68133, P61586, Q02750, Q13464, P60953	378	19	1623	2.0338345864661656	0.9999989551035794	0.6095679242772445	0.588303926918736
REACTOME_PATHWAY	R-HSA-170968~Frs2-mediated activation	6	0.21897810218978103	0.05546239235095871	P46109, P36507, P31946, P28482, P62834, Q02750	2077	12	11153	2.684882041405874	1.0	0.15960935861356373	0.1125779111505302
GOTERM_BP_DIRECT	GO:0060440~trachea formation	4	0.145985401459854	0.05821411902293137	P36507, P28482, Q02750, P35222	2654	7	19416	4.180428463774357	1.0	0.5613857318340411	0.5377640434698974
GOTERM_BP_DIRECT	GO:2000641~regulation of early endosome to late endosome transport	4	0.145985401459854	0.08390551418643327	Q9Y3E7, P36507, P28482, Q02750	2654	8	19416	3.6578749058025624	1.0	0.7411871237619612	0.7099998486600054
GOTERM_MF_DIRECT	GO:0008545~JUN kinase kinase activity	4	0.145985401459854	0.09007687979429345	P36507, Q96KB5, Q02750, P46734	2703	8	19208	3.553089160192379	1.0	0.5680654838640119	0.5297101673064418
BIOCARTA	h_pyk2Pathway:Links between Pyk2 and Map Kinases	11	0.40145985401459855	0.09193824734227313	P05412, P46109, P36507, P62993, P19174, P17252, P28482, P63000, P0DP25, Q02750, P46734	378	28	1623	1.6867913832199546	0.9999999999843768	0.7651634778808537	0.7384717286524519
GOTERM_BP_DIRECT	GO:0090170~regulation of Golgi inheritance	3	0.10948905109489052	0.09264089680093866	P36507, P28482, Q02750	2654	4	19416	5.486812358703843	1.0	0.7571227249342901	0.7252649201351183
REACTOME_PATHWAY	R-HSA-9652169~Signaling by MAP2K mutants	3	0.10948905109489052	0.15986301653591825	P36507, P28482, Q02750	2077	4	11153	4.0273230621088105	1.0	0.40405168184667295	0.2849913985889014
BIOCARTA	h_hcmvPathway:Human Cytomegalovirus and Map Kinase Pathways	7	0.25547445255474455	0.18210221073189958	P36507, P16220, Q04206, P28482, P08047, Q02750, P46734	378	17	1623	1.7679738562091503	1.0	1.0	0.9688715953307393
REACTOME_PATHWAY	R-HSA-5210891~Uptake and function of anthrax toxins	5	0.18248175182481752	0.21121557751429884	P36507, P0DP25, Q8WUM4, Q02750, P46734	2077	13	11153	2.0652938780045185	1.0	0.5047738616090484	0.35603417892880573
GOTERM_BP_DIRECT	GO:0048538~thymus development	10	0.36496350364963503	0.21941370767862467	P46109, P36507, Q13158, P32119, O75844, P28482, Q02750, P35222, P00441, Q9Y6D9	2654	49	19416	1.493010165633699	1.0	1.0	0.9580912132417679
BIOCARTA	h_ccr3Pathway:CCR3 signaling in Eosinophils	8	0.291970802919708	0.2730066086595857	P23528, P17252, P28482, O75116, P08134, P63092, P61586, Q02750, P62873	378	23	1623	1.4934437543133194	1.0	1.0	0.9688715953307393
BIOCARTA	h_igf1rPathway:Multiple antiapoptotic pathways from IGF-1R signaling lead to BAD phosphorylation	8	0.291970802919708	0.2730066086595857	P62993, Q92934, Q15418, P28482, Q02750, P13861, P31323, Q04917	378	23	1623	1.4934437543133194	1.0	1.0	0.9688715953307393
BIOCARTA	h_bArr-mapkPathway:Role of ï¿½-arrestins in the activation and targeting of MAP kinases	6	0.21897810218978103	0.3064578790220034	Q05193, P36507, P28482, P63092, Q02750, P62873	378	16	1623	1.6101190476190474	1.0	1.0	0.9688715953307393
REACTOME_PATHWAY	R-HSA-5674499~Negative feedback regulation of MAPK pathway	3	0.10948905109489052	0.3106007521078944	P36507, P28482, Q02750	2077	6	11153	2.684882041405874	1.0	0.6807832602955097	0.48017959633479246
GOTERM_BP_DIRECT	GO:0014044~Schwann cell development	4	0.145985401459854	0.337284275019719	P36507, P62993, P28482, Q02750	2654	15	19416	1.9508666164280333	1.0	1.0	0.9580912132417679
GOTERM_BP_DIRECT	GO:0038133~ERBB2-ERBB3 signaling pathway	3	0.10948905109489052	0.3538637293434993	P36507, P28482, Q02750	2654	9	19416	2.4385832705350414	1.0	1.0	0.9580912132417679
BIOCARTA	h_erkPathway:Erk1/Erk2 Mapk Signaling pathway	9	0.3284671532846715	0.3946470779510176	P05556, P36507, P67775, P62993, Q15418, P28482, P63092, Q02750, P62873	378	30	1623	1.288095238095238	1.0	1.0	0.9688715953307393
REACTOME_PATHWAY	R-HSA-112409~RAF-independent MAPK1/3 activation	6	0.21897810218978103	0.4311982520936575	P36507, P28482, Q15121, P06493, Q06124, Q02750	2077	23	11153	1.4008080216030647	1.0	0.8583956956627347	0.6054556900531561
GOTERM_MF_DIRECT	GO:0004708~MAP kinase kinase activity	4	0.145985401459854	0.4356877531776602	P36507, Q96KB5, Q02750, P46734	2703	17	19208	1.6720419577375902	1.0	1.0	0.9329580348004094
BIOCARTA	h_bArrestin-srcPathway:Roles of ï¿½-arrestin-dependent Recruitment of Src Kinases in GPCR Signaling	6	0.21897810218978103	0.511789356047709	Q05193, P36507, P28482, P63092, Q02750, P62873	378	20	1623	1.2880952380952382	1.0	1.0	0.9688715953307393
BIOCARTA	h_sppaPathway:Aspirin Blocks Signaling Pathway Involved in Platelet Activation	6	0.21897810218978103	0.5598141234923038	P05556, P63096, P17252, P28482, Q02750, P62873	378	21	1623	1.2267573696145124	1.0	1.0	0.9688715953307393
BIOCARTA	h_cdmacPathway:Cadmium induces DNA synthesis and proliferation in macrophages	5	0.18248175182481752	0.5824369335454546	P05412, Q04206, P17252, P28482, Q02750	378	17	1623	1.2628384687208216	1.0	1.0	0.9688715953307393
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	13	0.4744525547445255	0.6709119969467929	P36507, Q92934, P19174, P28482, P33176, Q02750, P62993, P17252, Q00534, Q07812, Q9HC35, P01116, P01111	1583	73	8865	0.9972827733019497	1.0	1.0	0.7900874635568513
BIOCARTA	h_at1rPathway:Angiotensin II mediated activation of JNK Pathway via Pyk2 dependent signaling	8	0.291970802919708	0.6758088651945254	P05412, P36507, P62993, P17252, P28482, P63000, P0DP25, Q02750	378	33	1623	1.0408850408850407	1.0	1.0	0.9688715953307393
BBID	100.MAPK_signaling_cascades	4	0.145985401459854	0.6788793024356036	P36507, P28482, Q02750, P46734	60	22	388	1.1757575757575758	1.0	1.0	1.0
KEGG_PATHWAY	hsa05235:PD-L1 expression and PD-1 checkpoint pathway in cancer	15	0.5474452554744526	0.7560553125030012	P05412, P36507, P19174, P28482, Q06124, Q02750, P19784, P42224, P68400, Q04206, P67870, Q9HC35, P01116, P46734, P01111	1583	90	8865	0.9333543903979786	1.0	1.0	0.7900874635568513
BIOCARTA	h_ghPathway:Growth Hormone Signaling Pathway	6	0.21897810218978103	0.788028746584419	P62993, Q15418, P19174, P17252, P28482, Q02750	378	27	1623	0.9541446208112875	1.0	1.0	0.9688715953307393
BIOCARTA	h_fmlpPathway:fMLP induced chemokine gene expression in HMC-1 cells	8	0.291970802919708	0.792035519193881	P36507, Q04206, P28482, P63000, P0DP25, Q02750, P62873, P46734	378	37	1623	0.9283569283569283	1.0	1.0	0.9688715953307393
KEGG_PATHWAY	hsa04664:Fc epsilon RI signaling pathway	11	0.40145985401459855	0.8109387822541273	P36507, P62993, P19174, P17252, P28482, P07948, P63000, P01116, Q02750, P46734, P01111	1583	69	8865	0.8927737647285011	1.0	1.0	0.8109387822541273
GOTERM_BP_DIRECT	GO:0060324~face development	3	0.10948905109489052	0.8232806716118422	P36507, P28482, Q02750	2654	22	19416	0.9976022470370624	1.0	1.0	0.9580912132417679
BIOCARTA	h_cdk5Pathway:Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway	3	0.10948905109489052	0.8423331222114474	P36507, P28482, Q02750	378	13	1623	0.9908424908424909	1.0	1.0	0.9688715953307393
BBID	67.Ikaros_and_signaling_inhibitors	3	0.10948905109489052	0.8761537482054212	P05412, P28482, Q02750	60	22	388	0.8818181818181818	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042552~myelination	7	0.25547445255474455	0.8863845144618285	Q96PU8, P49770, P36507, P62993, P28482, Q9Y4W6, Q02750	2654	64	19416	0.8001601356443104	1.0	1.0	0.9580912132417679
BIOCARTA	h_her2Pathway:Role of ERBB2 in Signal Transduction and Oncology	4	0.145985401459854	0.9301656167355825	P62993, P28482, Q02750, Q86X55	378	23	1623	0.7467218771566597	1.0	1.0	0.9688715953307393
GOTERM_BP_DIRECT	GO:0007254~JNK cascade	8	0.291970802919708	0.938494019956627	P46109, P36507, Q96KB5, P28482, Q9P035, Q02750, Q13098, P46734	2654	81	19416	0.722543191269642	1.0	1.0	0.9580912132417679
GOTERM_BP_DIRECT	GO:0030878~thyroid gland development	3	0.10948905109489052	0.9450647611031944	P36507, P28482, Q02750	2654	32	19416	0.6858515448379804	1.0	1.0	0.9580912132417679
BIOCARTA	h_spryPathway:Sprouty regulation of tyrosine kinase signals	3	0.10948905109489052	0.9456183784254478	P62993, P28482, Q02750	378	18	1623	0.7156084656084656	1.0	1.0	0.9688715953307393
KEGG_PATHWAY	hsa05219:Bladder cancer	5	0.18248175182481752	0.9504675946584077	P36507, P28482, P01116, Q02750, P01111	1583	41	8865	0.6829422368765696	1.0	1.0	0.9504675946584077
BIOCARTA	h_keratinocytePathway:Keratinocyte Differentiation	8	0.291970802919708	0.9530550749923208	P05412, P67775, Q04206, P17252, P28482, P08047, Q02750, P46734	378	48	1623	0.7156084656084656	1.0	1.0	0.9688715953307393
GOTERM_BP_DIRECT	GO:0048009~insulin-like growth factor receptor signaling pathway	7	0.25547445255474455	0.9729485161198893	P11717, P36507, P62993, P28482, Q6Y7W6, Q02750, P29317	2654	81	19416	0.6322252923609366	1.0	1.0	0.9729485161198893
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	12	0.43795620437956206	0.976337654888253	P05412, P36507, P62993, Q9Y6W5, P19174, P17252, P28482, P63000, P08047, P01116, Q02750, P01111	1583	99	8865	0.6788031930167117	1.0	1.0	0.976337654888253
KEGG_PATHWAY	hsa04917:Prolactin signaling pathway	8	0.291970802919708	0.9793360862563331	P42224, P36507, P62993, Q04206, P28482, P01116, Q02750, P01111	1583	71	8865	0.6310001512549713	1.0	1.0	0.9793360862563331
BIOCARTA	h_mapkPathway:MAPKinase Signaling Pathway	14	0.5109489051094891	0.9818031598594976	P05412, P36507, Q15418, P28482, Q02750, P42224, P62993, P16220, P61244, Q04206, P63000, P08047, Q13177, P46734	378	87	1623	0.6909323116219668	1.0	1.0	0.9818031598594976
KEGG_PATHWAY	hsa05218:Melanoma	8	0.291970802919708	0.9837098384874515	P36507, Q92934, P28482, Q00534, Q07812, P01116, Q02750, P01111	1583	73	8865	0.6137124758781228	1.0	1.0	0.9837098384874515
KEGG_PATHWAY	hsa04625:C-type lectin receptor signaling pathway	12	0.43795620437956206	0.9872390108668455	P05412, P28482, P0DP25, P62070, Q06124, Q00653, P42224, Q04206, P08134, P01116, P61586, Q14573, P01111	1583	105	8865	0.6400144391300424	1.0	1.0	0.9872390108668455
KEGG_PATHWAY	hsa04662:B cell receptor signaling pathway	10	0.36496350364963503	0.988300409362849	P05412, P36507, P62993, Q04206, P28482, P07948, P63000, P01116, Q02750, P01111	1583	91	8865	0.6153984991635023	1.0	1.0	0.988300409362849
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	11	0.40145985401459855	0.9964751241534571	Q9H0E2, P05412, P42224, P36507, Q13158, Q04206, P28482, P63000, P25942, Q02750, P46734	1583	109	8865	0.5651503648281337	1.0	1.0	0.9964751241534571
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	13	0.4744525547445255	0.9983598772828481	P36507, Q9GZY6, P19174, P28482, Q06124, Q02750, P55957, P62993, Q9BZM5, P17252, P63000, P01116, P01111	1583	131	8865	0.5557377286339109	1.0	1.0	0.9983598772828481
KEGG_PATHWAY	hsa04668:TNF signaling pathway	10	0.36496350364963503	0.999635048602109	P05412, Q13158, P16220, O00429, P17275, Q04206, P28482, Q02750, Q96HS1, P46734	1583	119	8865	0.4705988523015018	1.0	1.0	0.999635048602109
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	9	0.3284671532846715	0.9999971313333572	P36507, P62993, Q5UIP0, P28482, P01116, Q02750, Q92794, P35222, P01111	1583	144	8865	0.3500078963992419	1.0	1.0	0.9999971313333572

Annotation Cluster 192	Enrichment Score: 0.39488427502265566
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-210990~PECAM1 interactions	5	0.18248175182481752	0.16983652632064528	P06756, P07947, P19174, P07948, Q06124	2077	12	11153	2.2374017011715615	1.0	0.42316688041956907	0.2984739985144759
REACTOME_PATHWAY	R-HSA-389513~CTLA4 inhibitory signaling	7	0.25547445255474455	0.18207138714832988	P67775, P07947, P07948, Q16537, Q06124, P30153, P30154	2077	21	11153	1.7899213609372493	1.0	0.44616732053734137	0.31469699149241787
GOTERM_BP_DIRECT	GO:0031295~T cell costimulation	5	0.18248175182481752	0.857142376686462	P07947, P09382, P07948, Q06124, Q03135	2654	43	19416	0.8506685827447819	1.0	1.0	0.9580912132417679
GOTERM_BP_DIRECT	GO:0048013~ephrin receptor signaling pathway	6	0.21897810218978103	0.9934296855743316	O43166, P07947, P07948, Q06124, P29317, P46108	2654	85	19416	0.5164058690544793	1.0	1.0	0.9934296855743316

Annotation Cluster 193	Enrichment Score: 0.39399690635799955
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0015183~L-aspartate transmembrane transporter activity	4	0.145985401459854	0.12145759338565278	Q9H936, O75746, Q15758, Q9UJS0	2703	9	19208	3.1583014757265593	1.0	0.6862705059796277	0.6399340830694942
GOTERM_BP_DIRECT	GO:0015804~neutral amino acid transport	4	0.145985401459854	0.5948852850862145	O75746, Q15758, Q9UJS0, Q01650	2654	22	19416	1.3301363293827497	1.0	1.0	0.9580912132417679
GOTERM_MF_DIRECT	GO:0015297~antiporter activity	7	0.25547445255474455	0.910230498180971	O75746, Q9UBX3, Q6NUK1, Q15758, Q9UJS0, Q01650, P53007	2703	65	19208	0.7652807421952815	1.0	1.0	0.9329580348004094

Annotation Cluster 194	Enrichment Score: 0.3833356532161857
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0042054~histone methyltransferase activity	7	0.25547445255474455	0.3425911262323543	O43463, Q9H9B1, Q96KQ7, Q13029, Q15022, O14744, Q86X55	2703	34	19208	1.4630367130203912	1.0	1.0	0.9329580348004094
GOTERM_MF_DIRECT	GO:0140938~histone H3 methyltransferase activity	5	0.18248175182481752	0.3752337433733155	O43463, O96028, Q9H9B1, Q96KQ7, O14744	2703	22	19208	1.6150405273601722	1.0	1.0	0.9329580348004094
GOTERM_MF_DIRECT	GO:0046974~histone H3K9 methyltransferase activity	3	0.10948905109489052	0.4715724114309242	O43463, Q9H9B1, Q96KQ7	2703	11	19208	1.9380486328322066	1.0	1.0	0.9329580348004094
REACTOME_PATHWAY	R-HSA-6804760~Regulation of TP53 Activity through Methylation	5	0.18248175182481752	0.4830932862886953	Q9H9B1, Q96KQ7, P62987, P62979, O14744	2077	19	11153	1.4130958112662495	1.0	0.9236169661618521	0.6514584712130723

Annotation Cluster 195	Enrichment Score: 0.37012535964570276
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-9860927~Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells	17	0.6204379562043796	2.0069120761323606E-5	P08648, P05556, P04632, P06756, P29992, P18031, P30153, P30154, P17655, P42224, P18206, P67775, P46937, P63151, Q04206, P07355, P02751	2077	30	11153	3.0428663135933243	0.037993230796671607	9.183287248842626E-5	6.477284947138093E-5
GOTERM_CC_DIRECT	GO:0005834~heterotrimeric G-protein complex	11	0.40145985401459855	0.01488558955022283	Q9UBI6, P63096, P04899, P29992, Q9HAV0, P09471, P63092, P62879, Q14344, P08754, P62873	2712	36	20666	2.328396427400852	0.9999999760444408	0.06622106377855784	0.05252405742436041
REACTOME_PATHWAY	R-HSA-9855142~Cellular responses to mechanical stimuli	27	0.9854014598540146	0.020102205875526406	P04632, P06756, P29992, P63092, P13861, P42224, P62879, P62873, P07355, Q9Y490, P08648, Q9UBI6, P05556, Q9HAV0, P18031, P0DP25, P30153, P30154, P35222, P31323, P17655, P18206, P67775, P46937, P63151, Q04206, P02751	2077	94	11153	1.5423790450629489	1.0	0.06281126140071439	0.04430291974509218
REACTOME_PATHWAY	R-HSA-9860931~Response of endothelial cells to shear stress	27	0.9854014598540146	0.020102205875526406	P04632, P06756, P29992, P63092, P13861, P42224, P62879, P62873, P07355, Q9Y490, P08648, Q9UBI6, P05556, Q9HAV0, P18031, P0DP25, P30153, P30154, P35222, P31323, P17655, P18206, P67775, P46937, P63151, Q04206, P02751	2077	94	11153	1.5423790450629489	1.0	0.06281126140071439	0.04430291974509218
GOTERM_MF_DIRECT	GO:0031683~G-protein beta/gamma-subunit complex binding	8	0.291970802919708	0.03397989061143415	P63096, P04899, P29992, P09471, P63092, P41208, Q14344, P08754	2703	23	19208	2.4717141983946984	1.0	0.2926461944729241	0.2728869629279492
REACTOME_PATHWAY	R-HSA-111885~Opioid Signalling	24	0.8759124087591241	0.07766864930432736	Q9UBI6, Q13555, P29992, P04899, Q9HAV0, P28482, P0DP25, Q13557, P30153, O43865, P30154, P13861, P31323, P67775, P16220, P63096, Q01970, P17252, P52292, P62879, P08754, P62136, P62873, Q14573	2077	92	11153	1.4008080216030647	1.0	0.21548586466473582	0.15198951200070956
REACTOME_PATHWAY	R-HSA-9634597~GPER1 signaling	13	0.4744525547445255	0.11770096804668079	P08648, Q9UBI6, P05556, P04899, Q9HAV0, P63092, P13861, P31323, P63096, P62879, P08754, P62873, P02751	2077	45	11153	1.5512651794789492	1.0	0.31479303226889277	0.22203423612130088
REACTOME_PATHWAY	R-HSA-9662851~Anti-inflammatory response favouring Leishmania parasite infection	19	0.6934306569343066	0.1899121734129759	Q9UBI6, P07947, P04899, Q9HAV0, P19174, P07948, P0DP25, P63092, O43865, Q9UBB5, P35579, P13861, P31323, P16220, P63096, P62879, P08754, P62873, Q14573	2077	78	11153	1.3080194560695284	1.0	0.4642030466588057	0.3274182027702192
REACTOME_PATHWAY	R-HSA-9664433~Leishmania parasite growth and survival	19	0.6934306569343066	0.1899121734129759	Q9UBI6, P07947, P04899, Q9HAV0, P19174, P07948, P0DP25, P63092, O43865, Q9UBB5, P35579, P13861, P31323, P16220, P63096, P62879, P08754, P62873, Q14573	2077	78	11153	1.3080194560695284	1.0	0.4642030466588057	0.3274182027702192
REACTOME_PATHWAY	R-HSA-392170~ADP signalling through P2Y purinoceptor 12	7	0.25547445255474455	0.21343907148171257	Q9UBI6, P63096, P04899, Q9HAV0, P62879, P08754, P62873	2077	22	11153	1.7085612990764651	1.0	0.5075749347674716	0.3580098711306558
REACTOME_PATHWAY	R-HSA-392518~Signal amplification	9	0.3284671532846715	0.26203124770420777	Q9UBI6, P63096, P04899, P29992, Q9HAV0, P62879, Q14344, P08754, P62873	2077	33	11153	1.4644811134941131	1.0	0.5973817465369837	0.4213536710426576
REACTOME_PATHWAY	R-HSA-9660821~ADORA2B mediated anti-inflammatory cytokines production	11	0.40145985401459855	0.26971373115049063	Q9UBI6, P63096, P04899, P16220, Q9HAV0, P63092, P62879, P08754, P62873, P13861, P31323	2077	43	11153	1.3736605793239356	1.0	0.6112878108586823	0.43116209134620687
REACTOME_PATHWAY	R-HSA-422356~Regulation of insulin secretion	18	0.656934306569343	0.2748616295529338	Q9UBI6, P29992, P04899, Q9HAV0, P63092, O43865, O95573, P11166, P13861, P31323, P63096, Q01970, P17252, P62834, P46940, P62879, P62873, Q14573	2077	78	11153	1.2391763268027112	1.0	0.6207693645224739	0.4378497537439718
REACTOME_PATHWAY	R-HSA-381676~Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	10	0.36496350364963503	0.3786727711589546	Q9UBI6, Q9HAV0, P63092, P62834, P46940, P62879, P62873, Q14573, P13861, P31323	2077	42	11153	1.278515257812321	1.0	0.7913605206795903	0.5581735003446928
REACTOME_PATHWAY	R-HSA-9009391~Extra-nuclear estrogen signaling	16	0.583941605839416	0.4682760783367471	Q9UBI6, P07900, P04899, Q9HAV0, P28482, O14980, P0DP25, Q03135, P16220, P63096, P01116, P62879, P04792, P08754, P62873, P01111	2077	77	11153	1.1157951340907526	1.0	0.9015364977749338	0.635884365597856
REACTOME_PATHWAY	R-HSA-428930~Thromboxane signalling through TP receptor	6	0.21897810218978103	0.47076251638605116	Q9UBI6, P29992, Q9HAV0, P62879, Q14344, P62873	2077	24	11153	1.342441020702937	1.0	0.9045198200412584	0.6379886042963201
REACTOME_PATHWAY	R-HSA-392851~Prostacyclin signalling through prostacyclin receptor	5	0.18248175182481752	0.4830932862886953	Q9UBI6, Q9HAV0, P63092, P62879, P62873	2077	19	11153	1.4130958112662495	1.0	0.9236169661618521	0.6514584712130723
REACTOME_PATHWAY	R-HSA-4086398~Ca2+ pathway	13	0.4744525547445255	0.4916171553315259	Q9UBI6, Q9UKV8, Q9HAV0, P0DP25, P35222, Q9HCE1, Q01970, P17252, P09471, P01116, P62879, P62873, Q14573	2077	62	11153	1.1259182754282697	1.0	0.9371300364710528	0.6609896994684484
REACTOME_PATHWAY	R-HSA-418217~G beta:gamma signalling through PLC beta	5	0.18248175182481752	0.5262331452456073	Q9UBI6, Q01970, Q9HAV0, P62879, P62873	2077	20	11153	1.342441020702937	1.0	0.9723982808318351	0.6858655921765714
REACTOME_PATHWAY	R-HSA-8964616~G beta:gamma signalling through CDC42	5	0.18248175182481752	0.5262331452456073	Q9UBI6, Q9HAV0, P62879, P62873, P60953	2077	20	11153	1.342441020702937	1.0	0.9723982808318351	0.6858655921765714
REACTOME_PATHWAY	R-HSA-451326~Activation of kainate receptors upon glutamate binding	7	0.25547445255474455	0.5636183667993837	Q9UBI6, Q01970, Q9HAV0, P0DP25, Q12959, P62879, P62873	2077	32	11153	1.1746358931150698	1.0	1.0	0.705699481865285
REACTOME_PATHWAY	R-HSA-456926~Thrombin signalling through proteinase activated receptors (PARs)	7	0.25547445255474455	0.5636183667993837	Q9UBI6, P29992, Q9HAV0, P28482, P62879, Q14344, P62873	2077	32	11153	1.1746358931150698	1.0	1.0	0.705699481865285
REACTOME_PATHWAY	R-HSA-397795~G-protein beta:gamma signalling	7	0.25547445255474455	0.5636183667993837	Q9UBI6, Q01970, Q9HAV0, P08134, P62879, P61586, P62873, P60953	2077	32	11153	1.1746358931150698	1.0	1.0	0.705699481865285
REACTOME_PATHWAY	R-HSA-500657~Presynaptic function of Kainate receptors	5	0.18248175182481752	0.5675401511272188	Q9UBI6, Q01970, Q9HAV0, P62879, P62873	2077	21	11153	1.278515257812321	1.0	1.0	0.705699481865285
REACTOME_PATHWAY	R-HSA-9856530~High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells	14	0.5109489051094891	0.5745897677338071	Q9UBI6, P04632, P29992, Q9HAV0, P0DP25, P63092, P35222, P13861, P31323, P17655, P18206, P62879, P62873, Q9Y490	2077	71	11153	1.058826720554429	1.0	1.0	0.705699481865285
REACTOME_PATHWAY	R-HSA-163359~Glucagon signaling in metabolic regulation	7	0.25547445255474455	0.5958674920837782	Q9UBI6, Q9HAV0, P63092, P62879, P62873, P13861, P31323	2077	33	11153	1.1390408660509768	1.0	1.0	0.705699481865285
REACTOME_PATHWAY	R-HSA-400042~Adrenaline,noradrenaline inhibits insulin secretion	6	0.21897810218978103	0.617265218455866	Q9UBI6, P63096, P04899, Q9HAV0, P62879, P62873	2077	28	11153	1.1506637320310888	1.0	1.0	0.705699481865285
KEGG_PATHWAY	hsa04713:Circadian entrainment	17	0.6204379562043796	0.677400997501411	Q9UBI6, Q13555, P04899, Q9HAV0, P28482, P0DP25, Q13557, P63092, P16220, P63096, Q01970, P17252, P09471, P62879, P08754, P62873, Q14573	1583	97	8865	0.9814654414494207	1.0	1.0	0.7900874635568513
REACTOME_PATHWAY	R-HSA-8964315~G beta:gamma signalling through BTK	4	0.145985401459854	0.6782111432959879	Q9UBI6, Q9HAV0, P62879, P62873	2077	18	11153	1.1932809072914996	1.0	1.0	0.705699481865285
REACTOME_PATHWAY	R-HSA-202040~G-protein activation	5	0.18248175182481752	0.6783145082624353	Q9UBI6, P29992, Q9HAV0, P62879, P62873	2077	24	11153	1.1187008505857807	1.0	1.0	0.705699481865285
